NLOID,ISCO-08 Score,SOC-20 Score,Major Group,Sub-Major Group,Minor Group,ISCO Unit Group,Occupation Title,Core List,Digital Economy Occupation ,Comprehension Score,OP N,OP Mean,OP Std,OP Skewness,OP Kurtosis,SV N,SV Mean,SV Std,SV Skewness,SV Kurtosis,OP/SV Difference
NL312,3522,5242,3 Technicians and Associate Professionals,35 Information and Communications Technicians,352 Telecommunications and Broadcasting Technicians,3522 Telecommunications Engineering Technicians,Telecommunications Technician,0,0,41,302,49.4967,18.42625,-0.463,-0.061,304,53.2961,20.50029,-0.58,0.063,-3.7994
NL313,4110,4159,4 Clerical Support Workers,41 General and Keyboard Clerks,411 General Office Clerks,4110 General Office Clerks,Office Clerk,1,0,48,1219,38.3568,17.63472,0.158,-0.251,1210,45.1446,19.19341,-0.086,-0.245,-6.7878
NL314,4120,4215,4 Clerical Support Workers,41 General and Keyboard Clerks,412 Secretaries (general),4120 Secretaries (general),Secretary,1,0,49,1219,42.1157,18.08588,-0.007,-0.251,1210,46.9066,19.52692,-0.211,-0.193,-4.7909
NL315,4131,4217,4 Clerical Support Workers,41 General and Keyboard Clerks,413 Keyboard Operators,4131 Typists and Word Processing Operators,Typist,1,0,46,1219,37.1567,18.4791,0.148,-0.44,1210,41.8901,20.75822,0.05,-0.444,-4.7334
NL316,4132,4152,4 Clerical Support Workers,41 General and Keyboard Clerks,413 Keyboard Operators,4132 Data Entry Clerks,Data Entry Clerk,0,1,48,308,32.6039,19.80258,0.505,-0.209,300,40.6733,22.32715,-0.024,-0.788,-8.0694
NL317,4132,4152,4 Clerical Support Workers,41 General and Keyboard Clerks,413 Keyboard Operators,4132 Data Entry Clerks,Digital Image Labeler,0,1,41,306,35.1732,20.70636,0.332,-0.396,301,36.5515,22.69761,0.243,-0.498,-1.3783
NL318,4132,4152,4 Clerical Support Workers,41 General and Keyboard Clerks,413 Keyboard Operators,4132 Data Entry Clerks,"Online Microworker (e.g., Amazon Mechanical Turk)",0,1,26,303,32.5182,19.67094,0.342,-0.347,305,36.57704918,20.83522758,0.01911087814,-0.8829185704,-4.05884918
NL319,4211,4123,4 Clerical Support Workers,42 Customer Services Clerks,"421 Tellers, Money Collectors and Related Clerks",4211 Bank Tellers and Related Clerks,Post Office Counter Clerk,1,0,50,1219,35.1493,19.15383,0.317,-0.449,1210,49.1785,21.7262,-0.151,-0.55,-14.0292
NL320,4211,4123,4 Clerical Support Workers,42 Customer Services Clerks,"421 Tellers, Money Collectors and Related Clerks",4211 Bank Tellers and Related Clerks,Bank Teller,0,0,45,302,42.9603,18.13273,-0.186,-0.371,304,47.0329,20.21499,-0.277,-0.115,-4.0726
NL321,4212,6211,4 Clerical Support Workers,42 Customer Services Clerks,"421 Tellers, Money Collectors and Related Clerks","4212 Bookmakers, Croupiers and Related Gaming Workers",Casino Croupier,0,0,46,308,33.8279,20.03026,0.198,-0.668,300,28.6533,22.25017,0.619,-0.18,5.1746
NL322,4213,7122,4 Clerical Support Workers,42 Customer Services Clerks,"421 Tellers, Money Collectors and Related Clerks",4213 Pawnbrokers and Money-lenders,Pawnbroker,0,0,47,306,31.7026,19.83588,0.451,-0.124,301,34.6312,22.44802,0.228,-0.531,-2.9286
NL323,4214,7122,4 Clerical Support Workers,42 Customer Services Clerks,"421 Tellers, Money Collectors and Related Clerks",4214 Debt Collectors and Related Workers,Debt Collector,0,0,49,303,22.8614,18.59682,0.679,-0.35,305,28.2197,22.35349,0.335,-0.985,-5.3583
NL324,4214,4113,4 Clerical Support Workers,42 Customer Services Clerks,"421 Tellers, Money Collectors and Related Clerks",4214 Debt Collectors and Related Workers,Charity Collector,0,0,48,302,31.7517,19.77333,0.383,-0.334,304,44.5099,24.5155,-0.061,-0.882,-12.7582
NL325,4221,6212,4 Clerical Support Workers,42 Customer Services Clerks,422 Client Information Workers,4221 Travel Consultants and Clerks,Travel Consultant,0,0,49,308,41.2695,18.28873,-0.039,-0.483,300,42.9233,21.8028,-0.093,-0.693,-1.6538
NL326,4221,3412,4 Clerical Support Workers,42 Customer Services Clerks,422 Client Information Workers,4221 Travel Consultants and Clerks,Social Media Travel Influencer,0,1,48,306,29.9085,25.01065,0.448,-0.89,301,22.3588,23.98633,0.923,-0.127,7.5497
NL327,4222,7219,4 Clerical Support Workers,42 Customer Services Clerks,422 Client Information Workers,4222 Contact Centre Information Clerks,Customer Contact Centre Clerk,0,0,49,303,33.5413,17.71381,0.304,-0.509,305,46.0557377,19.55710704,0.1071529919,-0.2803124016,-12.5144377
NL328,4222,2493,4 Clerical Support Workers,42 Customer Services Clerks,422 Client Information Workers,4222 Contact Centre Information Clerks,Social Media Community Manager,0,1,41,302,45.7881,18.76029,-0.369,-0.168,304,40.6645,23.84865,0.254,-0.53,5.1236
NL329,4223,7212,4 Clerical Support Workers,42 Customer Services Clerks,422 Client Information Workers,4223 Telephone Switchboard Operators,Telephone Switchboard Operator,0,0,45,308,35.2727,18.82294,0.347,-0.313,300,45.47,20.83256,0.179,-0.56,-10.1973
NL330,4224,4216,4 Clerical Support Workers,42 Customer Services Clerks,422 Client Information Workers,4224 Hotel Receptionists,Hotel Receptionist,1,0,48,1219,34.799,18.48764,0.385,-0.095,1210,43.7488,21.23989,0.015,-0.43,-8.9498
NL331,4225,6219,4 Clerical Support Workers,42 Customer Services Clerks,422 Client Information Workers,4225 Inquiry Clerks,Enquiry Clerk,0,0,39,306,41.0131,18.32189,0.157,-0.166,301,48.9834,18.62086,0.04,0.066,-7.9703
NL332,4226,4216,4 Clerical Support Workers,42 Customer Services Clerks,422 Client Information Workers,4226 Receptionists (general),Receptionist,0,0,50,303,35.0759,17.8516,0.409,-0.332,305,45.259,20.07982,-0.008,-0.491,-10.1831
NL333,4227,7214,4 Clerical Support Workers,42 Customer Services Clerks,422 Client Information Workers,4227 Survey and Market Research Interviewers,Market Research Interviewer,0,0,47,302,37.6854,18.1413,0.073,-0.021,304,38.0822,22.78953,0.394,-0.059,-0.3968
NL334,4229,4131,4 Clerical Support Workers,42 Customer Services Clerks,422 Client Information Workers,4229 Client Information Workers Not Elsewhere Classified,Hospital Admissions Clerk,0,0,48,308,41.7597,19.77201,0.306,0.092,300,59.61,19.19216,-0.347,0.007,-17.8503
NL335,4311,4122,4 Clerical Support Workers,43 Numerical and Material Recording Clerks,431 Numerical Clerks,4311 Accounting and Bookkeeping Clerks,Accounting Clerk ,0,0,50,306,50.5915,17.8478,-0.387,-0.067,301,54.887,17.4182,-0.248,0.43,-4.2955
NL336,4312,4129,4 Clerical Support Workers,43 Numerical and Material Recording Clerks,431 Numerical Clerks,"4312 Statistical, Finance and Insurance Clerks",Mortgage Clerk,0,0,46,303,40.9934,17.9873,-0.012,-0.482,305,43.5902,21.66095,-0.226,-0.593,-2.5968
NL337,4313,4122,4 Clerical Support Workers,43 Numerical and Material Recording Clerks,431 Numerical Clerks,4313 Payroll Clerks,Wages Clerk,1,0,47,1219,41.8285,17.90926,0.093,-0.189,1210,50.70578512,19.2991182,-0.100832355,-0.08065470334,-8.877285124
NL338,4321,4133,4 Clerical Support Workers,43 Numerical and Material Recording Clerks,432 Material Recording and Transport Clerks,4321 Stock Clerks,Stock Dispatch Clerk,1,0,46,1219,35.6317,17.77509,0.249,-0.203,1210,43.77107438,19.61202657,0.007514216788,-0.4135753376,-8.13937438
NL339,4322,4133,4 Clerical Support Workers,43 Numerical and Material Recording Clerks,432 Material Recording and Transport Clerks,4322 Production Clerks,Manufacturing Production Clerk,0,0,30,302,39.7616,18.00155,0.132,0.073,304,43.6579,18.5252,-0.015,-0.306,-3.8963
NL340,4323,4134,4 Clerical Support Workers,43 Numerical and Material Recording Clerks,432 Material Recording and Transport Clerks,4323 Transport Clerks,Railway Transportation Clerk,0,0,48,308,38.5552,18.51244,0.289,-0.168,300,50.2833,20.72442,-0.188,-0.454,-11.7281
NL341,4411,4135,4 Clerical Support Workers,44 Other Clerical Support Workers,441 Other Clerical Support Workers,4411 Library Clerks,Library Clerk,0,0,48,306,43.3987,18.91754,0.04,-0.53,301,52.1063,20.92356,-0.079,-0.407,-8.7076
NL342,4412,9211,4 Clerical Support Workers,44 Other Clerical Support Workers,441 Other Clerical Support Workers,4412 Mail Carriers and Sorting Clerks,Postal Worker,1,0,50,1219,41.2592,20.01149,0.276,-0.302,1210,60.9554,21.5899,-0.349,-0.339,-19.6962
NL343,4413,4159,4 Clerical Support Workers,44 Other Clerical Support Workers,441 Other Clerical Support Workers,"4413 Coding, Proof-reading and Related clerks",Proofreading Clerk,0,0,46,303,43.1485,17.28494,0.096,-0.575,305,43.78360656,18.57043119,-0.227041454,-0.36706605,-0.6351065574
NL344,4414,3412,4 Clerical Support Workers,44 Other Clerical Support Workers,441 Other Clerical Support Workers,4414 Scribes and Related Workers,Scribe,0,0,45,302,42.9305,17.95912,-0.03,-0.13,304,44.102,20.94672,-0.112,-0.367,-1.1715
NL345,4415,4131,4 Clerical Support Workers,44 Other Clerical Support Workers,441 Other Clerical Support Workers,4415 Filing and Copying Clerks,Document Filing Clerk,0,0,47,308,32.9545,18.654,0.42,-0.176,300,40.5667,20.66937,0.173,-0.57,-7.6122
NL346,4416,3571,4 Clerical Support Workers,44 Other Clerical Support Workers,441 Other Clerical Support Workers,4416 Personnel Clerks,Human Resources Assistant,0,0,43,306,41.6732,19.30933,-0.12,-0.593,301,45.3056,21.26734,-0.149,-0.168,-3.6324
NL347,4419,4129,4 Clerical Support Workers,44 Other Clerical Support Workers,441 Other Clerical Support Workers,4419 Clerical Support Workers Not Elsewhere Classified,Damage Claims Clerk,0,0,47,303,36.0462,17.20805,0.054,-0.448,305,41.5934,19.62457,-0.123,-0.338,-5.5472
NL348,5111,6213,5 Services and Sales Workers,51 Personal Services Workers,"511 Travel Attendants, Conductors and Guides",5111 Travel Attendants and Travel Stewards,Flight Attendant,1,0,50,1219,48.2953,19.21983,-0.143,-0.287,1210,53.4504,20.35458,-0.255,-0.142,-5.1551
NL349,5112,6219,5 Services and Sales Workers,51 Personal Services Workers,"511 Travel Attendants, Conductors and Guides",5112 Transport Conductors,Bus Conductor,0,0,49,302,34.9669,18.38185,0.223,-0.357,304,48.9638,21.54377,-0.026,-0.536,-13.9969
NL350,5113,6219,5 Services and Sales Workers,51 Personal Services Workers,"511 Travel Attendants, Conductors and Guides",5113 Travel Guides,Tour Guide,0,0,50,308,39.8312,17.60748,0.138,-0.285,300,45.7967,21.69326,0.162,-0.248,-5.9655
NL351,5120,5435,5 Services and Sales Workers,51 Personal Services Workers,512 Cooks,5120 Cooks,Cook,1,0,50,1219,47.4077,19.66585,-0.019,-0.281,1210,57.8711,20.27246,-0.37,-0.057,-10.4634
NL352,5131,9264,5 Services and Sales Workers,51 Personal Services Workers,513 Waiters and Bartenders,5131 Waiters,Waiter,1,0,50,1219,31.3462,19.2379,0.584,-0.118,1210,45.4331,22.4644,0.027,-0.591,-14.0869
NL353,5132,9265,5 Services and Sales Workers,51 Personal Services Workers,513 Waiters and Bartenders,5132 Bartenders,Bartender,0,0,50,306,33.5621,19.41922,0.324,-0.315,301,45.5282,22.98166,0.111,-0.466,-11.9661
NL354,5141,6221,5 Services and Sales Workers,51 Personal Services Workers,"514 Hairdressers, Beauticians and Related Workers",5141 Hairdressers,Hairdresser,1,0,50,1219,39.0361,19.02385,0.17,-0.322,1210,49.4099,21.51274,-0.135,-0.381,-10.3738
NL355,5141,6221,5 Services and Sales Workers,51 Personal Services Workers,"514 Hairdressers, Beauticians and Related Workers",5141 Hairdressers,Barber,0,0,50,303,37.297,19.66619,0.374,-0.219,305,49.5738,21.35851,-0.315,-0.553,-12.2768
NL356,5142,6222,5 Services and Sales Workers,51 Personal Services Workers,"514 Hairdressers, Beauticians and Related Workers",5142 Beauticians and Related Workers,Make-up Artist,0,0,50,302,40.6921,18.50136,-0.063,-0.341,304,35.273,22.74658,0.151,-0.767,5.4191
NL357,5151,6240,5 Services and Sales Workers,51 Personal Services Workers,515 Building and Housekeeping Supervisors,"5151 Cleaning and Housekeeping Supervisors in Offices, Hotels and Other Establishments",Hotel Housekeeper,1,0,50,1219,34.2248,19.97113,0.457,-0.367,1210,48.43801653,21.57610746,-0.0566915082,-0.5548451671,-14.21321653
NL358,5152,6250,5 Services and Sales Workers,51 Personal Services Workers,515 Building and Housekeeping Supervisors,5152 Domestic Housekeepers,Bed and Breakfast Operator,0,0,49,308,39.2565,18.40361,0.01,-0.626,300,46.4867,21.04486,-0.214,-0.44,-7.2302
NL359,5152,6250,5 Services and Sales Workers,51 Personal Services Workers,515 Building and Housekeeping Supervisors,5152 Domestic Housekeepers,Airbnb Host,0,1,47,306,32.0392,21.55721,0.331,-0.672,301,34.3953,22.99898,0.253,-0.836,-2.3561
NL360,5153,6232,5 Services and Sales Workers,51 Personal Services Workers,515 Building and Housekeeping Supervisors,5153 Building Caretakers,Caretaker,0,0,42,303,36.5083,20.80863,0.653,0.254,305,53.8557377,23.09089964,-0.07313187413,-0.5972086483,-17.3474377
NL361,5161,9269,5 Services and Sales Workers,51 Personal Services Workers,516 Other Personal Services Workers,"5161 Astrologers, Fortune-tellers and Related Workers",Fortune Teller,0,0,47,302,15.6921,16.99916,1.19,0.83,304,14.5954,21.01416,1.821,3.201,1.0967
NL362,5162,9223,5 Services and Sales Workers,51 Personal Services Workers,516 Other Personal Services Workers,5162 Companions and Valets,Personal Maid,0,0,50,308,31.2435,19.8695,0.54,-0.31,300,36.78,23.54612,0.399,-0.445,-5.5365
NL363,5163,6138,5 Services and Sales Workers,51 Personal Services Workers,516 Other Personal Services Workers,5163 Undertakers and Embalmers,Undertaker,0,0,42,306,49.2222,24.00143,0.017,-0.495,301,62.8173,23.80959,-0.334,-0.52,-13.5951
NL364,5164,6129,5 Services and Sales Workers,51 Personal Services Workers,516 Other Personal Services Workers,5164 Pet Groomers and Animal Care Workers,Dog Trainer,0,0,50,303,40.8218,19.09356,0.117,-0.516,305,45.282,21.78829,-0.152,-0.598,-4.4602
NL365,5164,6129,5 Services and Sales Workers,51 Personal Services Workers,516 Other Personal Services Workers,5164 Pet Groomers and Animal Care Workers,Zoo Keeper,0,0,50,302,51.1755,20.1975,-0.241,-0.192,304,52.2467,23.56765,-0.379,-0.42,-1.0712
NL366,5165,8215,5 Services and Sales Workers,51 Personal Services Workers,516 Other Personal Services Workers,5165 Driving Instructors,Driving Instructor,1,0,50,1219,48.5094,17.49085,-0.133,0.053,1210,58.38264463,18.64539662,-0.3276424709,0.2324376036,-9.873244628
NL367,5169,9231,5 Services and Sales Workers,51 Personal Services Workers,516 Other Personal Services Workers,5169 Personal Services Workers Not Elsewhere Classified,Assassin*,0,0,50,308,23.9318,31.00644,0.986,-0.534,300,8.9533,18.04707,2.656,7.357,14.9785
NL368,5169,1224,5 Services and Sales Workers,51 Personal Services Workers,516 Other Personal Services Workers,5169 Personal Services Workers Not Elsewhere Classified,Night Club Host,0,0,47,306,33.3431,20.98329,0.307,-0.378,301,31.2957,24.32712,0.576,-0.268,2.0474
NL369,5169,9269,5 Services and Sales Workers,51 Personal Services Workers,516 Other Personal Services Workers,5169 Personal Services Workers Not Elsewhere Classified,Escort*,0,0,44,303,20.0891,19.93039,1.2,0.916,305,27.70819672,23.09085527,0.6715200178,-0.3368355359,-7.619096721
NL370,5211,7131,5 Services and Sales Workers,52 Sales Workers,521 Street and Market Salespersons,5211 Stall and Market Salespersons,"E-Commerce Seller (e.g., Ebay)",0,1,49,302,31.5331,19.31443,0.152,-0.83,304,36.7072,23.85621,0.333,-0.536,-5.1741
NL371,5211,7124,5 Services and Sales Workers,52 Sales Workers,521 Street and Market Salespersons,5211 Stall and Market Salespersons,Market Stall Vendor,0,0,48,308,31.5714,19.3269,0.453,-0.471,300,45.11,23.40435,-0.006,-0.731,-13.5386
NL372,5212,7124,5 Services and Sales Workers,52 Sales Workers,521 Street and Market Salespersons,5212 Street Food Salespersons,Street Food Vendor,1,0,49,1219,33.3938,20.09487,0.45,-0.351,1210,47.1198,21.95992,-0.118,-0.562,-13.726
NL373,5221,7131,5 Services and Sales Workers,52 Sales Workers,522 Shop Salespersons,5221 Shopkeepers,Newsagent,1,0,48,1219,34.6883,19.04483,0.342,-0.305,1210,47.5545,21.6959,-0.102,-0.5,-12.8662
NL374,5222,7132,5 Services and Sales Workers,52 Sales Workers,522 Shop Salespersons,5222 Shop Supervisors,Supermarket Supervisor,0,0,48,306,40.6405,18.65831,0.052,-0.216,301,48.8339,21.01711,-0.221,-0.269,-8.1934
NL375,5223,7111,5 Services and Sales Workers,52 Sales Workers,522 Shop Salespersons,5223 Shop Sales Assistants,Shop Assistant,0,0,50,303,31.3432,18.15973,0.65,-0.122,305,51.78360656,22.39285292,-0.08978104343,-0.6596808473,-20.44040656
NL376,5230,7112,5 Services and Sales Workers,52 Sales Workers,523 Cashiers and Ticket Clerks,5230 Cashiers and Ticket Clerks,Checkout Operator,1,0,48,1219,30.1682,19.64217,0.662,-0.022,1210,47.5331,23.16462,0.006,-0.653,-17.3649
NL377,5241,3413,5 Services and Sales Workers,52 Sales Workers,524 Other Sales Workers,5241 Fashion and Other Models,Fashion Model,0,0,48,302,48.2781,25.42193,-0.328,-0.783,304,31.1151,25.29515,0.482,-0.769,17.163
NL378,5241,3413,5 Services and Sales Workers,52 Sales Workers,524 Other Sales Workers,5241 Fashion and Other Models,Social Media Fashion Influencer,0,1,47,308,34.2532,26.38232,0.291,-1.033,300,26.5833,27.1258,0.775,-0.648,7.6699
NL379,5242,7129,5 Services and Sales Workers,52 Sales Workers,524 Other Sales Workers,5242 Sales Demonstrators,Trade Fair Sales Demonstrator,0,0,42,306,35.3105,20.32454,0.429,-0.204,301,37.5382,22.61584,0.079,-0.697,-2.2277
NL380,5243,7121,5 Services and Sales Workers,52 Sales Workers,524 Other Sales Workers,5243 Door-to-door Salespersons,Door-to-Door Salesperson,0,0,50,303,19.8416,16.85175,0.922,0.286,305,22.5213,20.21367,0.722,-0.317,-2.6797
NL381,5244,7211,5 Services and Sales Workers,52 Sales Workers,524 Other Sales Workers,5244 Contact Centre Salespersons,Call Centre Salesperson,0,0,48,302,24.8477,17.84215,0.625,-0.119,304,29.1842,22.18685,0.623,-0.114,-4.3365
NL382,5244,9269,5 Services and Sales Workers,52 Sales Workers,524 Other Sales Workers,5244 Contact Centre Salespersons,Chatbot Operator,0,1,43,308,27.474,20.39742,0.407,-0.694,300,26.2367,22.63349,0.677,-0.407,1.2373
NL383,5245,7112,5 Services and Sales Workers,52 Sales Workers,524 Other Sales Workers,5245 Service Station Attendants,Petrol Station Attendant,1,0,49,1219,27.6218,19.25818,0.789,0.098,1210,40.962,22.40772,0.139,-0.633,-13.3402
NL384,5246,9263,5 Services and Sales Workers,52 Sales Workers,524 Other Sales Workers,5246 Food Service Counter Attendants,Cafeteria Counter Attendant,0,0,48,306,27.598,20.1993,0.763,0.116,301,43.093,22.85632,0.046,-0.644,-15.495
NL385,5249,7129,5 Services and Sales Workers,52 Sales Workers,524 Other Sales Workers,5249 Sales Workers Not Elsewhere Classified,Car Rental Salesperson,0,0,50,303,32.6832,16.97286,0.239,-0.351,305,35.64262295,19.16960707,0.03757432749,-0.563567792,-2.959422951
NL386,5311,6135,5 Services and Sales Workers,53 Personal Care Workers,531 Child Care Workers and Teachers’ Aides,5311 Child Care Workers,Child Care Worker,1,0,50,1219,48.8261,21.37804,0.032,-0.405,1210,67.3066,21.78729,-0.628,0.08,-18.4805
NL387,5312,6112,5 Services and Sales Workers,53 Personal Care Workers,531 Child Care Workers and Teachers’ Aides,5312 Teachers’ Aides,Teaching Assistant,0,0,50,302,49.3079,17.83147,-0.03,-0.054,304,62.7336,18.03914,-0.473,0.179,-13.4257
NL388,5321,6131,5 Services and Sales Workers,53 Personal Care Workers,532 Personal Care Workers in Health Services,5321 Health Care Assistants,Hospital Nursing Aide,0,0,48,308,60.25,19.6248,-0.233,-0.082,300,73.84,19.57306,-0.743,0.24,-13.59
NL389,5322,6135,5 Services and Sales Workers,53 Personal Care Workers,532 Personal Care Workers in Health Services,5322 Home-based Personal Care Workers,Home Care Aide,1,0,50,1219,44.0287,22.32673,0.292,-0.44,1210,66.57024793,23.54016558,-0.6355981704,-0.2618501821,-22.54154793
NL390,5322,6135,5 Services and Sales Workers,53 Personal Care Workers,532 Personal Care Workers in Health Services,5322 Home-based Personal Care Workers,"Online Freelance Care Worker (e.g., Care.com)",0,1,48,306,45.8922,20.76373,0.161,-0.369,301,58.7907,21.21869,-0.44,0.14,-12.8985
NL391,5329,6131,5 Services and Sales Workers,53 Personal Care Workers,532 Personal Care Workers in Health Services,5329 Personal Care Workers in Health Services Not Elsewhere Classified,Healthcare Decontamination Assistant,0,0,47,303,47.1122,20.2885,0.053,-0.317,305,62.32131148,20.54572176,-0.3825668,-0.02329073575,-15.20911148
NL392,5411,3313,5 Services and Sales Workers,54 Protective Services Workers,541 Protective Services Workers,5411 Firefighters,Firefighter,0,0,49,302,73.6325,16.60327,-0.345,-0.32,304,81.773,16.47594,-1.094,0.848,-8.1405
NL393,5412,3312,5 Services and Sales Workers,54 Protective Services Workers,541 Protective Services Workers,5412 Police Officers,Police Officer,1,0,47,1219,60.5094,19.78353,-0.618,0.737,1210,70.05123967,21.77915363,-0.9955873589,0.9924543797,-9.541839669
NL394,5413,3314,5 Services and Sales Workers,54 Protective Services Workers,541 Protective Services Workers,5413 Prison Guards,Prison Guard,0,0,50,308,44.7175,19.97641,0.142,-0.363,300,57.4367,21.58252,-0.506,-0.193,-12.7192
NL395,5414,9231,5 Services and Sales Workers,54 Protective Services Workers,541 Protective Services Workers,5414 Security Guards,Security Guard,0,0,50,306,39.6144,20.48354,0.245,-0.441,301,53.6777,21.67793,-0.057,-0.236,-14.0633
NL396,5414,9231,5 Services and Sales Workers,54 Protective Services Workers,541 Protective Services Workers,5414 Security Guards,Bodyguard,0,0,50,303,49.2541,20.37248,-0.223,-0.354,305,42.2951,23.3256,-0.165,-0.951,6.959
NL397,5419,6211,5 Services and Sales Workers,54 Protective Services Workers,541 Protective Services Workers,5419 Protective Services Workers Not Elsewhere Classified,Lifeguard,0,0,50,302,57.3377,21.23978,-0.178,-0.409,304,69.2138,21.85439,-0.716,-0.117,-11.8761
NL398,5419,6312,5 Services and Sales Workers,54 Protective Services Workers,541 Protective Services Workers,5419 Protective Services Workers Not Elsewhere Classified,Traffic Warden,0,0,50,308,29.2045,20.15769,0.501,-0.025,300,40.61,24.35889,0.212,-0.829,-11.4055
NL399,6111,5111,"6 Skilled Agricultrual, Forestry and Fishery Workers",61 Market-oriented Skilled Agricultural Workers,611 Market Gardeners and Crop growers,6111 Field Crop and Vegetable Growers,Potato Farmer,0,0,50,306,41.8203,22.29953,0.28,-0.536,301,57.7276,23.9204,-0.285,-0.632,-15.9073
NL400,6112,5111,"6 Skilled Agricultrual, Forestry and Fishery Workers",61 Market-oriented Skilled Agricultural Workers,611 Market Gardeners and Crop growers,6112 Tree and Shrub Crop Growers,Fruit Farmer,1,0,50,1219,43.7235,21.49147,0.141,-0.484,1210,60.0785,22.74834,-0.404,-0.404,-16.355
NL401,6112,5111,"6 Skilled Agricultrual, Forestry and Fishery Workers",61 Market-oriented Skilled Agricultural Workers,611 Market Gardeners and Crop growers,6112 Tree and Shrub Crop Growers,Cannabis Farmer*,0,0,50,303,24.2739,22.41055,0.929,0.49,305,27.5704918,25.72058453,0.7059580091,-0.4875270683,-3.296591803
NL402,6113,5113,"6 Skilled Agricultrual, Forestry and Fishery Workers",61 Market-oriented Skilled Agricultural Workers,611 Market Gardeners and Crop growers,"6113 Gardeners, Horticultural and Nursery Growers",Landscape Gardener,0,0,50,302,46.8146,18.38528,-0.323,-0.075,304,46.4441,19.70953,-0.129,-0.392,0.3705
NL403,6114,5111,"6 Skilled Agricultrual, Forestry and Fishery Workers",61 Market-oriented Skilled Agricultural Workers,611 Market Gardeners and Crop growers,6114 Mixed Crop Growers,Mixed Crop Farmer,0,0,46,308,47.8766,20.32227,-0.023,-0.184,300,61.2933,21.75465,-0.341,-0.203,-13.4167
NL404,6121,5111,"6 Skilled Agricultrual, Forestry and Fishery Workers",61 Market-oriented Skilled Agricultural Workers,612 Animal Producers,6121 Livestock and Dairy Producers,Sheep Farmer,0,0,50,306,44.549,21.04513,0.152,-0.196,301,56.3721,22.89107,-0.288,-0.495,-11.8231
NL405,6122,5111,"6 Skilled Agricultrual, Forestry and Fishery Workers",61 Market-oriented Skilled Agricultural Workers,612 Animal Producers,6122 Poultry Producers,Poultry Farmer,1,0,50,1219,39.4988,21.74186,0.268,-0.406,1210,53.0702,24.70004,-0.301,-0.546,-13.5714
NL406,6123,5119,"6 Skilled Agricultrual, Forestry and Fishery Workers",61 Market-oriented Skilled Agricultural Workers,612 Animal Producers,6123 Apiarists and Sericulturists,Professional Beekeeper,0,0,44,303,49.8746,20.78311,-0.045,-0.241,305,58.1016,23.23874,-0.339,-0.293,-8.227
NL407,6129,5111,"6 Skilled Agricultrual, Forestry and Fishery Workers",61 Market-oriented Skilled Agricultural Workers,612 Animal Producers,6129 Animal Producers Not Elsewhere Classified,Ostrich Farmer,0,0,49,302,40.798,19.04416,-0.148,-0.424,304,35.2697,22.26438,0.181,-0.497,5.5283
NL408,6130,9111,"6 Skilled Agricultrual, Forestry and Fishery Workers",61 Market-oriented Skilled Agricultural Workers,613 Mixed Crop and Animal Producers,6130 Mixed Crop and Animal Producers,Skilled Farm Worker (Mixed Farming),1,0,44,1219,45.1304,20.60605,0.094,-0.368,1210,59.1835,22.84662,-0.397,-0.34,-14.0531
NL409,6210,9112,"6 Skilled Agricultrual, Forestry and Fishery Workers","62 Market-oriented Skilled Forestry, Fishery and Hunting Workers",621 Forestry and Related Workers,6210 Forestry and Related Workers,Tree Feller,1,0,46,1219,39.1304,19.66293,0.123,-0.476,1210,45.3107,20.99287,-0.079,-0.471,-6.1803
NL410,6221,5111,"6 Skilled Agricultrual, Forestry and Fishery Workers","62 Market-oriented Skilled Forestry, Fishery and Hunting Workers","622 Fishery Workers, Hunters and Trappers",6221 Aquaculture Workers,Seafood Farmer,0,0,48,308,44.2045,19.97116,-0.027,-0.395,300,54.7133,22.97544,-0.339,-0.161,-10.5088
NL411,6222,5119,"6 Skilled Agricultrual, Forestry and Fishery Workers","62 Market-oriented Skilled Forestry, Fishery and Hunting Workers","622 Fishery Workers, Hunters and Trappers",6222 Inland and Coastal Waters Fishery Workers,Coastal Fisher,0,0,45,306,44.0621,21.20917,0.203,-0.375,301,53.7874,22.62553,-0.236,-0.415,-9.7253
NL412,6223,5119,"6 Skilled Agricultrual, Forestry and Fishery Workers","62 Market-oriented Skilled Forestry, Fishery and Hunting Workers","622 Fishery Workers, Hunters and Trappers",6223 Deep-sea Fishery Workers,Deep Sea Fisher,1,0,47,1219,43.9934,21.3134,0.03,-0.573,1210,49.7777,23.24447,-0.199,-0.457,-5.7843
NL413,6224,6129,"6 Skilled Agricultrual, Forestry and Fishery Workers","62 Market-oriented Skilled Forestry, Fishery and Hunting Workers","622 Fishery Workers, Hunters and Trappers",6224 Hunters and Trappers,Poacher*,0,0,45,303,10.4554,15.83871,1.787,2.797,305,12.8164,18.72004,1.587,1.752,-2.361
NL414,6224,6129,"6 Skilled Agricultrual, Forestry and Fishery Workers","62 Market-oriented Skilled Forestry, Fishery and Hunting Workers","622 Fishery Workers, Hunters and Trappers",6224 Hunters and Trappers,Deer Hunter,0,0,50,302,20.9735,19.91392,0.837,0.158,304,19.102,21.05594,1.133,0.647,1.8715
